Region,Cuisine,Ingredient1,Ingredient2,Ingredient3,Ingredient4,Ingredient5,Ingredient6,Ingredient7,Ingredient8,Ingredient9,Ingredient10,Ingredient11,Ingredient12,Ingredient13,Ingredient14,Ingredient15,Ingredient16,Ingredient17,Ingredient18,Ingredient19,Ingredient20,Ingredient21,Ingredient22,Ingredient23,Ingredient24,Ingredient25,Ingredient26,Ingredient27,Ingredient28,Ingredient29,Ingredient30,,
European,Italian,tomato,olive_oil,fish,black_pepper,parsley,parmesan_cheese,macaroni,bell_pepper,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,meat,onion,sage,black_pepper,parmesan_cheese,white_wine,celery,carrot,,,,,,,,,,,,,,,,,,,,,,
European,Italian,wheat,vanilla,cocoa,hazelnut,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,lemon_juice,parmesan_cheese,carrot,macaroni,ginger,lemon_peel,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,vinegar,ham,peach,cumin,basil,sherry,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,almond,parsley,smoke,blue_cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,mustard,onion,vinegar,potato,basil,rice,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,black_pepper,garlic,zucchini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,lemon,beef,black_pepper,parmesan_cheese,garlic,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,clam,wheat,parsley,parmesan_cheese,garlic,bell_pepper,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,wheat,lemon_peel,vanilla,milk_fat,sour_cherry,egg,milk,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,olive_oil,thyme,lemon_juice,wheat,meat,mushroom,shiitake,onion,parsley,celery,grape_juice,veal,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,shrimp,macaroni,garlic,scallion,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,beef,red_wine,black_pepper,garlic,veal,rosemary,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,coconut,wheat,rum,almond,cocoa,milk_fat,berry,orange,egg,milk,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,olive_oil,wheat,onion,mushroom,parsley,white_wine,tomato,chicken,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,fish,raisin,parsley,olive,garlic,bell_pepper,basil,nut,bread,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,lemon_juice,chicory,lettuce,fennel,carrot,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,provolone_cheese,olive_oil,pepper,ham,beef,parsley,fennel,egg,milk,pork_sausage,bread,,,,,,,,,,,,,,,,,,,,,
European,Italian,orange_peel,apricot,white_wine,cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,vinegar,wheat,red_wine,parsley,garlic,liver,beef_broth,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,romano_cheese,nut,potato,parmesan_cheese,bean,macaroni,basil,garlic,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,thyme,onion,romano_cheese,garlic,oregano,macaroni,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,romano_cheese,parmesan_cheese,macaroni,garlic,broccoli,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,vinegar,onion,black_pepper,mozzarella_cheese,wine,bread,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,lemon_juice,wheat,apple,honey,lard,goat_cheese,egg,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,lemon_peel,rosemary,garlic,parsley,thyme,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,olive_oil,lemon_juice,brussels_sprout,shallot,nut,garlic,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,onion,chicken_broth,parmesan_cheese,macaroni,garlic,broccoli,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,olive_oil,brussels_sprout,nut,parmesan_cheese,macaroni,egg,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,wheat,ham,potato,black_pepper,egg,pea,cream,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,garlic,parsley,romano_cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,wheat,onion,cheese,parmesan_cheese,garlic,basil,nutmeg,egg,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,cheese,black_pepper,cured_pork,bean,garlic,bread,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,shallot,red_wine,black_pepper,parmesan_cheese,celery,carrot,macaroni,bell_pepper,porcini,rosemary,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,wheat,yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,wheat,chicken_broth,veal,blue_cheese,basil,beef_broth,cream,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,garlic,wheat,rosemary,yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,wheat,yeast,cayenne,garlic,bell_pepper,bread,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,cane_molasses,butter,wheat,yeast,walnut,cinnamon,grape,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,wheat,onion,yeast,parmesan_cheese,blue_cheese,mozzarella_cheese,cheese,milk,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,wheat,onion,yeast,shallot,sage,parmesan_cheese,scallion,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,onion,cheese,sage,parmesan_cheese,fennel,garlic,oregano,mozzarella_cheese,macaroni,egg,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,black_pepper,garlic,bell_pepper,oregano,mozzarella_cheese,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,clove,flower,starch,almond,pistachio,orange,egg,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,clam,thyme,black_pepper,parsley,white_wine,garlic,bell_pepper,bread,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,lemon_juice,lemon,onion,fish,black_pepper,parsley,basil,bell_pepper,olive,vegetable_oil,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,lemon_juice,lemon,ham,onion,black_pepper,bean,bell_pepper,rosemary,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,cane_molasses,onion,vinegar,almond,parsley,scallop,brandy,tamarind,cream,,,,,,,,,,,,,,,,,,,,,,
European,Italian,wheat,rosemary,parmesan_cheese,yeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,wheat,egg,olive_oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,lemon_juice,fish,garlic,bell_pepper,olive,rosemary,bread,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,lemon_juice,beef,fish,parsley,white_wine,garlic,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,thyme,nut,parsley,parmesan_cheese,macaroni,garlic,rosemary,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,vinegar,lemon_juice,shallot,garlic,parsley,white_wine,scallop,macaroni,vegetable_oil,rosemary,cream,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,wheat,fennel,macaroni,bell_pepper,garlic,pork_sausage,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,wheat,vanilla,almond,cocoa,hazelnut,egg,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,wheat,onion,beef,nut,raisin,parmesan_cheese,garlic,olive,macaroni,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,chicken_broth,black_pepper,parmesan_cheese,egg,bread,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,cauliflower,onion,parmesan_cheese,bean,carrot,garlic,cranberry,beef_broth,bread,zucchini,,,,,,,,,,,,,,,,,,,,
European,Italian,honey,wheat,plum,almond,raisin,ginger,cocoa,cinnamon,hazelnut,fig,,,,,,,,,,,,,,,,,,,,,,
European,Italian,cocoa,vegetable_oil,milk,hazelnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,onion,vinegar,corn,red_wine,basil,garlic,bell_pepper,olive,bread,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,mushroom,onion,parmesan_cheese,scallion,macaroni,bell_pepper,garlic,cream,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,pork,meat,onion,black_pepper,parsley,nutmeg,oregano,garlic,egg,milk,bread,,,,,,,,,,,,,,,,,,,
European,Italian,honey,cheese,grape_juice,black_pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,cane_molasses,butter,cinnamon,wheat,vanilla,fennel,fig,egg,milk,cream,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,olive_oil,rice,mushroom,onion,thyme,shiitake,parmesan_cheese,white_wine,vegetable,garlic,basil,truffle,bay,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,vinegar,basil,garlic,smoke,mozzarella_cheese,bread,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,lemon,ham,onion,asparagus,chicken_broth,parmesan_cheese,scallion,artichoke,basil,rice,pea,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,orange_peel,wheat,ginger,fig,hazelnut,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,wheat,egg,vanilla,almond,anise_seed,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,wheat,vanilla,ginger,cocoa,hazelnut,egg,milk,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,fish,garlic,endive,cayenne,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,almond,oatmeal,berry,raspberry,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,garlic,cayenne,onion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,orange_peel,cheese,flower,wheat,cocoa,pistachio,goat_cheese,cinnamon,lard,orange,vegetable_oil,egg,wine,,,,,,,,,,,,,,,,,,,
European,Italian,butter,lemon,wheat,cocoa,hazelnut,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,mushroom,onion,parsley,parmesan_cheese,garlic,bell_pepper,oregano,basil,macaroni,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,basil,garlic,beef,oregano,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,onion,fish,olive,garlic,bell_pepper,oregano,basil,macaroni,porcini,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,chickpea,lemon_juice,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,honey,lemon,almond,egg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,cheese,fennel,carrot,thyme,olive_oil,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,cheese,pepper,corn,buttermilk,garlic,cheddar_cheese,cream,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,orange_peel,lemon_juice,ham,shallot,mint,chicken_broth,cayenne,parmesan_cheese,macaroni,lemon_peel,pea,cream,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,lemon_juice,onion,parsley,garlic,bell_pepper,oregano,olive,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,onion,potato,parmesan_cheese,celery,bean,carrot,garlic,basil,macaroni,cabbage,zucchini,,,,,,,,,,,,,,,,,,,
European,Italian,coffee,wheat,vanilla,cocoa,egg,milk,cream,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,cheese,parsley,parmesan_cheese,macaroni,basil,zucchini,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,olive_oil,pork,lemon_juice,onion,chicken_broth,parsley,white_wine,garlic,bell_pepper,rosemary,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,clam,shallot,white_wine,macaroni,garlic,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,black_pepper,basil,milk_fat,cream_cheese,chive,egg,milk,smoked_salmon,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,lemon_juice,lemon,squash,macaroni,garlic,zucchini,whole_grain_wheat_flour,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,potato,parsley,scallion,macaroni,bell_pepper,garlic,shrimp,rosemary,pea,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,wheat,sage,nut,bacon,white_wine,scallop,veal,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,rapeseed,cayenne,broccoli,potato,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,vinegar,mustard,olive_oil,fish,parsley,garlic,wine,white_bread,bread,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,lemon,parsley,cod,vegetable_oil,wheat,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,clam,meat,squid,garlic,parsley,white_wine,scallop,lobster,bell_pepper,mussel,basil,macaroni,shrimp,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,onion,vinegar,red_wine,sage,parsley,bean,kidney_bean,tuna,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,olive_oil,wheat,beef,thyme,cheese,black_pepper,parmesan_cheese,nutmeg,oregano,lard,garlic,egg,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,onion,parsley,bay,celery,garlic,basil,tuna,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,turkey,olive_oil,lemon_juice,endive,onion,chicken_broth,raisin,parmesan_cheese,white_wine,bread,white_bread,nut,ham,,,,,,,,,,,,,,,,,,,
European,Italian,lamb,olive_oil,lemon_peel,garlic,rosemary,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,corn,parmesan_cheese,broccoli,garlic,basil,chicken_broth,bread,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,cane_molasses,coffee,vanilla,cocoa,egg,milk,cream,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,olive_oil,pork,beef,potato,sage,garlic,rosemary,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,wheat,vanilla,cocoa,milk_fat,hazelnut,egg,milk,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,cheese,coffee,wheat,apricot,buttermilk,milk,cream,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,pork,meat,onion,vinegar,cayenne,fish,red_wine,black_pepper,pepper,parmesan_cheese,bay,garlic,cinnamon,macaroni,cheese,,,,,,,,,,,,,,,
European,Italian,olive_oil,wheat,onion,yeast,cured_pork,olive,rosemary,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,olive_oil,pork,pepper,white_wine,rosemary,milk,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,onion,fish,black_pepper,parsley,white_wine,garlic,cod,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,orange_peel,cherry,almond,milk_fat,lemon_peel,apricot,rice,egg,milk,bread,,,,,,,,,,,,,,,,,,,,,,
European,Italian,dill,onion,olive_oil,fish,cayenne,macaroni,bread,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,olive_oil,lemon_juice,wheat,sage,squash,parmesan_cheese,macaroni,nutmeg,bread,,,,,,,,,,,,,,,,,,,,,,
European,Italian,cane_molasses,olive_oil,grape_juice,wheat,ham,onion,yeast,vinegar,thyme,parmesan_cheese,honey,garlic,bell_pepper,mozzarella_cheese,tamarind,milk,,,,,,,,,,,,,,,,
European,Italian,olive_oil,meat,onion,vinegar,feta_cheese,black_pepper,chickpea,white_wine,cured_pork,lettuce,fennel,garlic,bell_pepper,oregano,olive,wine,,,,,,,,,,,,,,,,
European,Italian,butter,olive_oil,pepper,ham,thyme,corn,sage,lavender,savory,fennel,macaroni,basil,veal,chicken_broth,,,,,,,,,,,,,,,,,,
European,Italian,tomato,butter,onion,black_pepper,parmesan_cheese,veal,vegetable_oil,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,lemon_juice,fish,parmesan_cheese,macaroni,bell_pepper,basil,garlic,broccoli,,,,,,,,,,,,,,,,,,,,,,
European,Italian,goat_cheese,olive_oil,corn,thyme,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,tomato,olive_oil,fish,parsley,white_wine,macaroni,garlic,tuna,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,wheat,yeast,cinnamon,orange,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,olive_oil,wheat,yeast,black_pepper,garlic,rosemary,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Italian,butter,lemon_peel,corn,egg,wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,tomato,cane_molasses,beef,thyme,potato,vinegar,onion,bay,carrot,garlic,butter,vegetable_oil,beef_broth,parsley,tamarind,,,,,,,,,,,,,,,,,
European,Irish,cane_molasses,whiskey,lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,wheat,apricot,honey,buttermilk,oat,porcini,egg,whole_grain_wheat_flour,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,caraway,wheat,raisin,buttermilk,seed,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,wheat,mustard,onion,parsley,buttermilk,cucumber,chive,vegetable_oil,whole_grain_wheat_flour,egg,cream,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,bacon,parsley,scallion,wheat_bread,cabbage,leek,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,wheat,thyme,mushroom,shallot,chicken_broth,white_wine,vegetable_oil,chicken,tarragon,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,turnip,carrot,nutmeg,parsnip,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,onion,potato,bacon,celery,beef_broth,pork_sausage,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,kale,onion,potato,bay,carrot,milk,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,lemon,raisin,salmon,black_pepper,chive,vegetable_oil,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,onion,potato,black_pepper,chicken_broth,bacon,bay,cabbage,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,rutabaga,potato,fish,black_pepper,milk_fat,nutmeg,smoke,garlic,milk,cream,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,olive_oil,pepper,meat,juniper_berry,black_pepper,orange_juice,sage,honey,garlic,orange,,,,,,,,,,,,,,,,,,,,,
European,Irish,cane_molasses,butter,wheat,walnut,buttermilk,egg,whole_grain_wheat_flour,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,cane_molasses,caraway,wheat,buttermilk,seed,vegetable_oil,egg,whole_grain_wheat_flour,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,corn,seed,apple,blackberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,cane_molasses,butter,coffee,wheat,walnut,oat,nutmeg,currant,egg,cream,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,wheat,vanilla,sherry,raspberry,egg,milk,cream,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,coffee,wheat,vanilla,cocoa,whiskey,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,cane_molasses,coffee,cocoa,whiskey,bean,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,cane_molasses,strawberry,vanilla,milk_fat,bread,egg,milk,cream,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,wheat,raisin,buttermilk,currant,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,lamb,onion,potato,black_pepper,parsley,celery,carrot,garlic,leek,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,meat,chicken_broth,berry,cranberry,beef_broth,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,cane_molasses,wheat,corn,raisin,buttermilk,oat,vegetable_oil,whole_grain_wheat_flour,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,cane_molasses,wheat,orange_juice,raisin,carrot,nutmeg,cinnamon,orange,egg,cream,,,,,,,,,,,,,,,,,,,,,
European,Irish,wheat,buttermilk,oat,whole_grain_wheat_flour,egg,bread,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,cane_molasses,butter,wheat,vanilla,buttermilk,sour_cherry,egg,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,vanilla,strawberry,berry,raspberry,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,lamb,beef,rutabaga,onion,thyme,bay,carrot,barley,vegetable_oil,cabbage,,,,,,,,,,,,,,,,,,,,,,
European,Irish,cane_molasses,vinegar,pork,beef,onion,potato,black_pepper,parsley,leek,carrot,tomato,vegetable_oil,tamarind,beef_broth,rutabaga,,,,,,,,,,,,,,,,,
European,Irish,butter,dill,wheat,scallion,nutmeg,milk,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,tomato,olive_oil,lemon_juice,onion,feta_cheese,parsley,bell_pepper,radish,olive,lentil,egg,,,,,,,,,,,,,,,,,,,,,
European,Irish,tomato,vinegar,mustard,tarragon,malt,onion,celery,cucumber,blue_cheese,beet,cabbage,cheddar_cheese,egg,,,,,,,,,,,,,,,,,,,
European,Irish,butter,wheat,buttermilk,currant,egg,whole_grain_wheat_flour,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,potato,garlic,milk,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,vinegar,zucchini,mushroom,shallot,fish,white_wine,tomato,vegetable_oil,cream,bell_pepper,,,,,,,,,,,,,,,,,,,,,
European,Irish,wheat,apple,cauliflower,potato,beer,brussels_sprout,cheddar_cheese,mustard,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,vinegar,pork,wheat,ham,thyme,sage,cider,pepper,beer,vegetable_oil,beef_broth,watercress,mustard,,,,,,,,,,,,,,,,,,,
European,Irish,butter,lemon_juice,wheat,vanilla,egg,milk,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,kumquat,lemon_juice,bacon,mustard,parsley,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,lamb,thyme,onion,potato,parsley,carrot,leek,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,caraway,wheat,raisin,buttermilk,seed,egg,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,vegetable_oil,wheat,raisin,buttermilk,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,cane_molasses,butter,wheat,anise_seed,pear,buttermilk,oat,egg,whole_grain_wheat_flour,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,vinegar,beef,potato,scallion,celery,seed,cucumber,vegetable_oil,egg,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,mustard,thyme,roasted_pork,black_pepper,carrot,garlic,cabbage,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,mustard,beef,parsley,whiskey,carrot,nutmeg,orange,vegetable_oil,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,buttermilk,caraway,wheat,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,wheat,onion,potato,chicken_broth,parsley,parmesan_cheese,mace,chive,cabbage,milk,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,caraway,wheat,buttermilk,seed,chive,smoked_salmon,oat,whole_grain_wheat_flour,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,rhubarb,vanilla,white_bread,egg,milk,cream,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,fennel,cream,fish,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,egg,wheat,ginger,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,wheat,buttermilk,oat,egg,seed,whole_grain_wheat_flour,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,coffee,wheat,cocoa,whiskey,lard,vegetable,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,coffee,wheat,vanilla,almond,cocoa,whiskey,egg,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,pork,marjoram,onion,celery,carrot,smoke,pea,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,cane_molasses,butter,wheat,buttermilk,oat,whole_grain_wheat_flour,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,cocoa,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,vegetable_oil,bacon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,onion,beef,potato,egg,bacon,parsnip,carrot,turnip,vegetable,cabbage,root,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,cheese,mustard,beef,onion,rye_bread,vegetable,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,cane_molasses,coriander,cream,beef,onion,cayenne,parsnip,bay,beer,horseradish,turnip,cabbage,carrot,root,mustard,,,,,,,,,,,,,,,,,
European,Irish,butter,wheat,buttermilk,oat,currant,egg,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,lamb,pepper,wheat,thyme,onion,potato,yeast,parsley,carrot,nutmeg,egg,milk,,,,,,,,,,,,,,,,,,,,
European,Irish,tomato,cane_molasses,pepper,wheat,onion,beef,vinegar,black_pepper,thyme,beer,garlic,butter,lard,vegetable_oil,beef_broth,egg,tamarind,,,,,,,,,,,,,,,
European,Irish,wheat,caraway,raisin,seed,buttermilk,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,cane_molasses,butter,wheat,buttermilk,oat,sesame_seed,whole_grain_wheat_flour,bread,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,olive_oil,pepper,wheat,onion,yeast,bell_pepper,basil,egg,milk,cream,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,coffee,wheat,vanilla,gelatin,lard,raspberry,egg,cream,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,lamb,butter,wheat,thyme,tarragon,shallot,rosemary,chicken_broth,sage,parsley,white_wine,vegetable_oil,mint,rutabaga,,,,,,,,,,,,,,,,,,
European,Irish,cane_molasses,butter,wheat,rhubarb,vanilla,milk_fat,cream,egg,milk,whiskey,,,,,,,,,,,,,,,,,,,,,,
European,Irish,cocoa,beer,egg,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,butter,tomato,vinegar,cucumber,egg,bread,,,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,pepper,onion,potato,bacon,parsley,vegetable_oil,cheddar_cheese,egg,,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,starch,vanilla,cocoa,milk_fat,vegetable_oil,bread,egg,milk,cream,,,,,,,,,,,,,,,,,,,,,,,
European,Irish,pepper,beef,onion,thyme,parsley,carrot,cabbage,mustard,,,,,,,,,,,,,,,,,,,,,,,,
